,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
1092,GEOMETRIC_CENTER,"Jalan Teknologi, Kota Damansara, Taman Sains Selangor, 47810 Petaling Jaya, Selangor, Malaysia",ChIJL-9NUflOzDERKCzIxGrxnRw,Cova Suite and Cova Villa,3.1466462,101.5748251,2,47810,OK,"establishment,point_of_interest"
1093,ROOFTOP,"1, Jalan Persiaran Medini Utara, 79200 Iskandar Putri, Johor, Malaysia",ChIJKared3UM2jERmBVMQLBvQ9Q,PARK RESIDENCE @ MEDINI,1.4239143,103.6371067,1,79200,OK,"establishment,general_contractor,point_of_interest"
1094,APPROXIMATE,"Ukay Heights, 68000 Ampang, Selangor, Malaysia",ChIJB-vmGAw3zDERRAt46ahMcnA,Ukay Height / Ampang height RM300K,3.165799,101.7593719,1,68000,OK,"political,sublocality,sublocality_level_1"
1095,APPROXIMATE,"Kuching, Sarawak, Malaysia",ChIJEb-MJYQH-zERcn6xGllXctM,Property Investment in Kuching  or Johor,1.553504,110.3592927,2,,OK,"locality,political"
1096,ROOFTOP,"No 8, Persiaran Bestari, Alam Damai, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJDdQEjhk1zDEREqDImts8QQE,PR1MA BANDAR TUN RAZAK ,3.056688,101.7420404,1,56000,OK,"establishment,point_of_interest"
1097,ROOFTOP,"2, Jalan PJU 1a/4, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",ChIJKY90kIJOzDER8dUYnLDVTik,The Potpourri Residence Ara Damansara,3.1144081,101.5781691,1,47301,OK,"establishment,lodging,point_of_interest"
1098,APPROXIMATE,"Klang, Selangor, Malaysia",ChIJz4H-T0xTzDERFEXVL3f1Yes,WTA Property at Old Klang Road,3.044917,101.4455621,1,,OK,"locality,political"
1099,APPROXIMATE,"Wangsa Maju, 53300 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJjQZnNSU4zDERwFV7RVXgPLc,wangsa maju area,3.203764,101.7367351,1,53300,OK,"political,sublocality,sublocality_level_1"
1100,GEOMETRIC_CENTER,"Jalan Wangsa Perdana 1, Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJiduIWCU4zDERvD9kHcr6U9g,Wangsa Maju NEW Project,3.198552,101.7393643,1,53300,OK,"establishment,point_of_interest"
1101,ROOFTOP,"UG1-19, Residensi Lexa, No.45, Jalan 34/26, Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJt_9mNic4zDERialXMd6kxRY,"LEXA,THE QUARTZ@WANGSA MAJU",3.1913755,101.7363712,1,53300,OK,"establishment,lodging,point_of_interest"
1102,GEOMETRIC_CENTER,"42700 Dengkil, Selangor, Malaysia",ChIJw7Q5Lz-4zTERetCHl-7EoVU,Taman Topaz Apartment - Medium Low Cost Apartment,2.8581405,101.6413784,1,42700,OK,"establishment,point_of_interest"
1103,APPROXIMATE,"Klang Valley, Malaysia",ChIJ6UWrb5VMzDERrCvhffY-Tag,KLANG VALLEY PROPERTY BEST PERFORMANCE,2.6817337,101.6612934,1,,OK,"colloquial_area,political"
1104,GEOMETRIC_CENTER,"#G-01, Block 8, Danga Bay, Jalan Bertingkat Skudai, Danga Bay, 80200 Johor Bahru, Johor, Malaysia",ChIJ6WwXEq5y2jERAysGQR7g3g0,Iskandar Malaysia Updates,1.4827517,103.7183229,1,80200,OK,"establishment,local_government_office,point_of_interest"
1105,GEOMETRIC_CENTER,"Ground Floor, Lengkok BSC 2/4, Presint 2, Bandar Seri Coalfields, 47000 Sungai Buloh, Selangor, Malaysia",ChIJAwr1_wtbzDER2Nrl-tx3De4,Bandar Seri Coalfields,3.2408735,101.4799278,1,47000,OK,"establishment,point_of_interest"
1106,,,,Interesting Article,,,0,,ZERO_RESULTS,
1107,APPROXIMATE,"Bandar Puteri Puchong, 47100 Puchong, Selangor, Malaysia",ChIJGwSM-1qszTERVdBSClTLicU,Bandar Puteri Puchong,3.0175262,101.6247034,1,47100,OK,"political,sublocality,sublocality_level_1"
1108,,,,Daikin vs York,,,0,,ZERO_RESULTS,
1109,,,,Housemate Wanted,,,0,,ZERO_RESULTS,
1110,ROOFTOP,"3, Jalan Sri Hartamas 22, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJd6HJ10hJzDERiVFNVQbop-Q,"KIARA 5 SERVICED SUITES | Mont Kiara, KL",3.1642007,101.6521768,1,50480,OK,"establishment,lodging,point_of_interest"
1111,GEOMETRIC_CENTER,"Jalan Belfield, Kampung Attap, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJy3g8ZNxJzDERhM9Uk9Vq7fs,TRADEWINDS BELFIELD,3.1357797,101.6982344,1,,OK,route
1112,APPROXIMATE,"Puncak Jalil, 43300 Seri Kembangan, Selangor, Malaysia",ChIJUxPfVzy1zTERC1rYsqV4fSc,Puncak jalil still good to go for buying+investing,3.017074,101.6755268,1,43300,OK,"political,sublocality,sublocality_level_1"
1113,APPROXIMATE,"Bandar Bukit Puchong 2, 47100 Puchong, Selangor, Malaysia",ChIJ_7tqUgy0zTERc9vNWmaD-u0,bukit puchong 2,2.976648,101.622875,1,47100,OK,"political,sublocality,sublocality_level_1"
1114,,,,Property Investment Calculation,,,0,,ZERO_RESULTS,
1115,GEOMETRIC_CENTER,"Jalan Permai, Genting Permai Avenue, 69000 Genting Highlands, Pahang, Malaysia",ChIJ1x0DQrUVzDER6dv7s-oWYjI,Windmill Upon Hills ,3.3851938,101.7765986,1,69000,OK,"establishment,point_of_interest"
1116,ROOFTOP,"68, Jalan Sibu, Taman Wahyu, 68100 Batu Caves, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJwcMar6i1zTERNDBlyrMVwa0,LAKEVILLE RESIDENCE @ TAMAN WAHYU,3.2087134,101.6689777,1,68100,OK,"establishment,lodging,point_of_interest"
1117,APPROXIMATE,"Klang Valley, Malaysia",ChIJ6UWrb5VMzDERrCvhffY-Tag,KLANG VALLEY MRT CIRCLE LINE INVESTMENT PROPERTIES,2.6817337,101.6612934,1,,OK,"colloquial_area,political"
1118,,,,Property Investment Talk,,,0,,ZERO_RESULTS,
1119,APPROXIMATE,"Bandar Sri Damansara, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJc2EjMP5FzDER8dgt264dnlM,OPUS SOFO @ BANDAR SRI DAMANSARA,3.1925945,101.6104999,1,,OK,"political,sublocality,sublocality_level_1"
1120,GEOMETRIC_CENTER,"28 Desa Kompleks, Jalan Kepong Baru, Taman Kepong, 52100 Kuala Lumpur, Selangor, Malaysia",ChIJ38aEHBNGzDER_pBbrEZbx1s,Want to rent a place in KL/Selangor,3.2097789,101.6303986,1,52100,OK,"car_rental,establishment,point_of_interest"
1121,APPROXIMATE,"Cyberjaya, Selangor, Malaysia",ChIJ45NqN-62zTERzrxIC_u7HiQ,CYBERJAYA - Next Phase of Growth,2.921318,101.6559349,1,,OK,"locality,political"
1122,,,,End lot USJ One avenue for sale,,,0,,ZERO_RESULTS,
1123,APPROXIMATE,"Ampang Hilir, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJMWJXSKw3zDERalujPPK7a2I,HILIR @ AMPANG,3.1539877,101.7445541,1,,OK,"political,sublocality,sublocality_level_1"
1124,,,,Failed to deliver full set of entrance door keys,,,0,,ZERO_RESULTS,
1125,GEOMETRIC_CENTER,"Bukit Jalil, 57000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ8UVTN9JLzDERuEsY5_i9Rxk,REV.O @ BKT JALIL CITY,3.0512877,101.6711876,2,57000,OK,"establishment,lodging,point_of_interest"
1126,,,,"Any recommedation for Oven, mainly for baking",,,0,,ZERO_RESULTS,
1127,GEOMETRIC_CENTER,"Emerald W, Bandar Country Homes, 48000 Rawang, Selangor, Malaysia",ChIJqcCZVcBCzDERmG1Y8-YlWdU,Rawang Emerald West,3.3278221,101.5435167,2,48000,OK,route
1128,ROOFTOP,"168, Jalan 3/12D, Kampung Sri Batu, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJwcMar6i1zTER-OgvPjpKrMY,DeSkye Condo @ Jalan Ipoh Batu 5,3.2085768,101.6846074,1,51100,OK,"establishment,point_of_interest"
1129,ROOFTOP,"Ritze Perdana, 1, Jalan PJU 8/2, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",ChIJ__9PpTBPzDERMtfpF93M7Bg,Studio Unit in Damansara Perdana,3.166611,101.605068,1,47820,OK,"establishment,lodging,point_of_interest,real_estate_agency"
1130,ROOFTOP,"No. 4, Jalan Aman Perdana 11d/Ku5, Taman Aman Perdana, Meru, 41050 Klang, Selangor, Malaysia",ChIJTxocEEBUzDERLAvmARqZ2EI,"Aman Perdana Semi-D, Klang Meru",3.094964,101.410431,1,41050,OK,"establishment,point_of_interest"
1131,GEOMETRIC_CENTER,"Jalan Midah 8, Taman Midah, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ2T456ec1zDERYFUB_Y4VkLE,WTR - Midah Ria Condo,3.1026905,101.7288437,1,56000,OK,"establishment,point_of_interest"
1132,ROOFTOP,"F15, 1st Floor, Block D, Sunway Giza Shopping Mall, 2, Jalan PJU 5/14, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",ChIJ__QjZuBOzDERF-kvOCdUGVk,SUNWAY GALAXY @ KOTA DAMANSARA,3.1507741,101.5918502,1,47810,OK,"establishment,point_of_interest,store"
1133,ROOFTOP,"21500 E Truman Rd, Independence, MO 64056, USA",ChIJ7WgDy1wDwYcR-PB5a-Yv6E4,House next to TNB power sub station,39.0920538,-94.3261732,1,64056,OK,"establishment,point_of_interest"
1134,,,,"wta rental rate differences between PF and FF, Par",,,0,,ZERO_RESULTS,
1135,ROOFTOP,"Kampung Baru Puchong, 47100 Puchong, Selangor, Malaysia",ChIJpXIvSHu0zTERMeZP3efiTdE,Puchong - The Heron Residency Review needed,2.9891377,101.62631,1,47100,OK,"establishment,premise"
1136,ROOFTOP,"70G, Jalan Kristal 7/77, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",ChIJMyNGNpBTzDER5ySw1vTYpKQ,"Kristal View, Seksyen 7 Shah Alam",3.0717369,101.4805928,1,40000,OK,"establishment,lodging,point_of_interest"
1137,GEOMETRIC_CENTER,"Persiaran Jalil Utama, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJZ8AqwVFLzDERtHW5mjj6jYg,The Park Residence @ Bukit Jalil,3.0535151,101.6723816,1,57000,OK,"establishment,point_of_interest"
1138,,,,PANTAI GREEN RESIDENCES,,,0,,ZERO_RESULTS,
1139,GEOMETRIC_CENTER,"Jalan Robertson, Bukit Bintang, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ElhKYWxhbiBSb2JlcnRzb24sIEJ1a2l0IEJpbnRhbmcsIEt1YWxhIEx1bXB1ciwgV2lsYXlhaCBQZXJzZWt1dHVhbiBLdWFsYSBMdW1wdXIsIE1hbGF5c2lhIi4qLAoUChIJcfqV-NZJzDERH_ibe3qVfb8SFAoSCdktBwMqNswxEYPeCctbu5-_,THE ROBERTSON @ BUKIT BINTANG,3.1447096,101.7041298,1,,OK,route
1140,,,,Leveraging on high car park demand in UK,,,0,,ZERO_RESULTS,
1141,GEOMETRIC_CENTER,"Jalan Ampang, Malaysia",ChIJD0pq3bI3zDER2XSHuO6r0L8,OLIVE PLATINUM @ JALAN AMPANG,3.1606082,101.7402206,1,,OK,route
1142,,,,DAMAI CIRCLES SERVICE APARTMENTS,,,0,,ZERO_RESULTS,
1143,GEOMETRIC_CENTER,"No 1, Seksyen U13, Jln Setia Dagang AL U13/AL, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",ChIJzZvig9BTzDERHKbGOALrLsM,The Forum @ Setia Alam ,3.1056436,101.4690867,1,40170,OK,"establishment,finance,general_contractor,point_of_interest"
1144,,,,Investing in Low/Medium Cost Apartments,,,0,,ZERO_RESULTS,
1145,ROOFTOP,"38, Jalan PJS 9/14, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",ChIJGw-XXYFMzDERpP8nozvDwWo,Room to Let at Damansara Jaya,3.0692434,101.6114353,1,47500,OK,"establishment,point_of_interest,real_estate_agency"
1146,GEOMETRIC_CENTER,"Persiaran Jalil Utama, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJZ8AqwVFLzDERtHW5mjj6jYg,THE PARK SKY RESIDENCE @ BUKIT JALIL CITY,3.0535151,101.6723816,1,57000,OK,"establishment,point_of_interest"
1147,ROOFTOP,"10940 Wilshire Blvd STE 600, Los Angeles, CA 90024, USA",ChIJ91pbKu-7woARZZWPAwdIvDA,REAL ESTATE NEGOTIATOR,34.0580457,-118.4450372,1,90024,OK,"establishment,point_of_interest,real_estate_agency"
1148,,,,International Listing Sites,,,0,,ZERO_RESULTS,
1149,GEOMETRIC_CENTER,"12-14, Jalan Telok, Jalan Kebun, Seksyen 36, Selangor, Kampung Bukit Naga, 40470 Shah Alam, Selangor, Malaysia",ChIJOXC40A6tzTERNg1xtvLVEtI,LAND IN JALAN KEBUN  SHAH ALAM,3.001862,101.49396,1,40470,OK,"establishment,point_of_interest"
1150,GEOMETRIC_CENTER,"89500 Papar, Sabah, Malaysia",ChIJ7ylQCkpeOzIRr1YI3FoOAOU,"La Gloxinia, Kinarut, Sabah",5.8061585,116.0166157,1,89500,OK,"establishment,lodging,point_of_interest"
1151,GEOMETRIC_CENTER,"Jalan Belfield, Kampung Attap, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJy3g8ZNxJzDERhM9Uk9Vq7fs,BELFIELD CREST KUALA LUMPUR,3.1357797,101.6982344,1,,OK,route
1152,ROOFTOP,"290 Country Ridge Rd # 1, Lewisville, TX 75067, USA",ChIJT5AJyHwuTIYRRiBLeAGH9W8,Country heights town house,33.0220682,-96.9967326,1,75067,OK,"establishment,point_of_interest"
1153,ROOFTOP,"510 E Jefferson St, Demopolis, AL 36732, USA",ChIJQ4xEBiGYhYgRVq1U2sHzYjY,Larkin Scott Garden,32.5151807,-87.8320123,1,36732,OK,"establishment,funeral_home,point_of_interest"
1154,GEOMETRIC_CENTER,"Jalan Tropicana Utara, Tropicana, 47410 Petaling Jaya, Selangor, Malaysia",ChIJd2uv0MNOzDERpNd_zxwi2Vw,"TROPICANA M GREENS, PETALING JAYA",3.1375262,101.5981105,1,47410,OK,"establishment,point_of_interest"
1155,GEOMETRIC_CENTER,"43000 Kajang, Selangor, Malaysia",ChIJx7hNF4zMzTERrWjL6YxZAHI,Link House - TTDI Grove Kajang,2.9977424,101.8157356,2,43000,OK,"establishment,lodging,point_of_interest"
1156,,,,How to rent out fast after VP,,,0,,ZERO_RESULTS,
1157,APPROXIMATE,"Ara Damansara, Petaling Jaya, Selangor, Malaysia",ChIJlXIaW4VOzDERNxuLfpH9I-g,SENSES @ ARA DAMANSARA,3.1244431,101.583075,1,,OK,"political,sublocality,sublocality_level_1"
1158,ROOFTOP,"The Colony Infinitum | Roxy Pacific & Macly Group, Jalan Dewan Sultan Sulaiman, Chow Kit, 50300 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJscGOWi9IzDERBWHHxToB7fo,The Colony by Infinitum @ KL Golden Triangle,3.1610629,101.7006219,1,50300,OK,"establishment,general_contractor,point_of_interest"
1159,APPROXIMATE,"Klang Valley, Malaysia",ChIJ6UWrb5VMzDERrCvhffY-Tag,New landed house in Klang Valley below RM600k,2.6817337,101.6612934,1,,OK,"colloquial_area,political"
1160,ROOFTOP,"55, Jalan Springhill 9/8, 71010 Port Dickson, Negeri Sembilan, Malaysia",ChIJAQAAADDuzTERiXQkXRhXTNk,Bandar Springhill,2.594272,101.8590056,1,71010,OK,"establishment,lodging,point_of_interest"
1161,ROOFTOP,"2455 E Sunrise Blvd # 504, Fort Lauderdale, FL 33304, USA",ChIJOTzh4qgB2YgR9kgQXHqu9p4,International property investment,26.138485,-80.11361339999999,1,33304,OK,"establishment,point_of_interest,real_estate_agency"
1162,ROOFTOP,"No.2, Jalan Anjung Putra, off, Jalan Sultan Ismail, Chow Kit, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJoT0wnztIzDERmeAxcD54Ckw,Regalia Sultan Ismail,3.1643185,101.6925682,1,50480,OK,"establishment,point_of_interest,real_estate_agency"
1163,APPROXIMATE,Malaysia,ChIJrzBnX5fTNDAR2BwhKJOWRQc,Malaysia States Statistics,4.210484,101.975766,1,,OK,"country,political"
1164,GEOMETRIC_CENTER,"Jalan PJU 1a/4a, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",ChIJN_8VKSdMzDER8p-ISwk-FGo,Jazz Residence Ara Damansara,3.1105107,101.5856208,1,47301,OK,"establishment,lodging,point_of_interest"
1165,ROOFTOP,"8, Jalan BK 1/18, Bandar Kinrara 1, 47180 Puchong, Selangor, Malaysia",ChIJg1-G_tlKzDERkRf1v21x_oQ,LAKE SAPPHIRE @ PUCHONG,3.0438133,101.6666621,2,47180,OK,"establishment,point_of_interest"
1166,GEOMETRIC_CENTER,"Jalan Putra Perdana 8/2, Taman Putra Perdana, 47130 Puchong, Selangor, Malaysia",ChIJd7qP-kixzTER4exOIX5ibj0, Putra Perdana PP6,2.9395816,101.6060148,1,47130,OK,route
1167,APPROXIMATE,"Gold Coast QLD, Australia",ChIJt2BdK0cakWsRcK_e81qjAgM,AUSTRALIA GOLD COAST,-28.016667,153.4,1,,OK,"colloquial_area,locality,political"
1168,APPROXIMATE,"Bandar Mahkota Cheras, 43200 Cheras, Selangor, Malaysia",ChIJDQJ9_Zg0zDERrujQyE9O23Y,Mahkota Cheras,3.041058,101.7882169,1,43200,OK,"political,sublocality,sublocality_level_1"
1169,ROOFTOP,"Farenhiet 88, 8-1, 1, 179, Jalan Gading, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJDWptq3A3zDERRTAEb7t2lpI,Get Lastest Klang Valley Pre-Launch Projects News,3.1468121,101.7130566,1,55100,OK,"establishment,finance,point_of_interest"
1170,APPROXIMATE,"Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",ChIJ2zGJ8UlPzDER4r74UlYlSco,"THE ALTIUM CEO-SUITES, DAMANSARA PERDANA",3.1694233,101.6086725,1,47820,OK,"political,sublocality,sublocality_level_1"
1171,,,,MARRIOTT EXECUTIVE APARTMENTS @ IHC KLCC,,,0,,ZERO_RESULTS,
1172,ROOFTOP,"515 Delaware Ave, Bartlesville, OK 74006, USA",ChIJ3VE2KY4Tt4cRdiYUpHflc1Y,First Home Buyer,36.7475992,-95.9729831,2,74006,OK,"establishment,point_of_interest,real_estate_agency"
1173,GEOMETRIC_CENTER,"LG Level, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia",ChIJP710SptMzDERd1V_PSNr548,Sunway GEO,3.0648417,101.6085969,2,47500,OK,"establishment,point_of_interest,shopping_mall"
1174,GEOMETRIC_CENTER,"Main place mall, Usj 21, 47640 Subang Jaya, Selangor, Malaysia",ChIJMdeF3S-zzTERdoSxPotqcY0,WTask Main Place USJ,3.02632,101.5811466,1,47640,OK,"establishment,point_of_interest,shopping_mall"
1175,GEOMETRIC_CENTER,"Jalan Puncak Gading, Taman Connaught, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJkYCRGqI1zDERW8JQOh0_OeM,WTA Any agent specializing in Puncak Banyan Cheras,3.0783151,101.7309796,1,56000,OK,"establishment,point_of_interest"
1176,APPROXIMATE,"Seremban, Negeri Sembilan, Malaysia",ChIJn9DV6gXezTER6jFwFfY4PFY,"Seremban, The Future Liveable City",2.725889,101.9378239,1,,OK,"locality,political"
1177,ROOFTOP,"2A, Jalan Wira Heights 3, Bandar Sungai Long, 43000 Kajang, Selangor, Malaysia",ChIJg8MKOVIzzDERqH6crSwNbNY,Wira heights semi D,3.0361878,101.807407,1,43000,OK,"establishment,finance,point_of_interest"
1178,ROOFTOP,"17, Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ3f9E2fI1zDERbnzLitHQndo,New launch in klang valley for 400k,3.1088082,101.7167296,1,56000,OK,"establishment,point_of_interest"
1179,,,,Property/Stock Seminar in Malaysia,,,0,,ZERO_RESULTS,
1180,APPROXIMATE,"Taman Pelangi, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJrV8FfO5HzDER1t41fd8vKlY,PELANGI @ SENTUL,3.207966,101.6931121,1,,OK,"political,sublocality,sublocality_level_1"
1181,GEOMETRIC_CENTER,"Jalan PJU 1a/46, Pusat Perdagangan Dana 1, 47301 Petaling Jaya, Selangor, Malaysia",ChIJg1MJfChMzDERmuTHy82jpzw,Investing in Puncak Sri Kelana,3.1111807,101.5811361,1,47301,OK,"establishment,point_of_interest"
1182,,,,Two Type of Properties Investment,,,0,,ZERO_RESULTS,
1183,APPROXIMATE,"SS 2, Petaling Jaya, Selangor, Malaysia",ChIJmRQOPVNJzDERyZdeCtAJEaE,Property/Rental at SS2 PJ is taking downward turn,3.12026,101.6222681,1,,OK,"political,sublocality,sublocality_level_1"
1184,ROOFTOP,"326, Jalan Ampang, Kampung Berembang, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJkx9S3Kg3zDERRW_J2YRIl6s,M city @ Jalan ampang,3.1588378,101.7479113,1,55000,OK,"convenience_store,establishment,food,point_of_interest,store"
1185,APPROXIMATE,"Kota Damansara, Petaling Jaya, Selangor, Malaysia",ChIJH_iknm5PzDERYhrK2w7Nzfo,Kota Damansara NEW Invesment Project,3.1622148,101.5869321,1,,OK,"political,sublocality,sublocality_level_1"
1186,,,,accepting a package on behalf of residents,,,0,,ZERO_RESULTS,
1187,,,,Beauty Salon Business for Sale by end July 2015,,,0,,ZERO_RESULTS,
1188,ROOFTOP,"1863 5300 Rd, Coffeyville, KS 67337, USA",ChIJBfC79YCEt4cRpl1BDQbMTao,Looking for Kitchen Cabinet/Kitchen Organizer,37.0423805,-95.57917739999999,1,67337,OK,"clothing_store,department_store,electronics_store,establishment,food,grocery_or_supermarket,home_goods_store,point_of_interest,store,supermarket"
1189,GEOMETRIC_CENTER,"Jalan DU 3/5, Taman Damai Utama, 47180 Puchong, Selangor, Malaysia",ChIJudfAG--1zTERRg5oH_L8Vwc,Kinrara Residence - Link Houses,3.0286383,101.6691327,2,47180,OK,"establishment,general_contractor,point_of_interest"
1190,,,,buying shoplot for investment,,,0,,ZERO_RESULTS,
1191,ROOFTOP,"17, Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJ3f9E2fI1zDERbnzLitHQndo,Looking for Landed Property at Klang Valley,3.1088082,101.7167296,1,56000,OK,"establishment,point_of_interest"
1192,APPROXIMATE,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ5-rvAcdJzDERfSgcL1uO2fQ,RIANA 3 @ BANDARAYA KL,3.139003,101.686855,1,,OK,"locality,political"
1193,APPROXIMATE,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ5-rvAcdJzDERfSgcL1uO2fQ,KL Suburban Area ,3.139003,101.686855,1,,OK,"locality,political"
1194,GEOMETRIC_CENTER,"Persiaran Waterfront PD Waterfront, Kampung Bahasa Kapor, 71000 Port Dickson, Negeri Sembilan, Malaysia",ChIJbQMsi37xzTERadcfJ0yWtdY,"D'Wharf Residence, Port Dickson, Seremban",2.5219434,101.7994105,1,71000,OK,"establishment,lodging,point_of_interest"
1195,APPROXIMATE,"Wangsa Maju, 53300 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJjQZnNSU4zDERwFV7RVXgPLc,J.TAFFETA RESIDENCE @ WANGSA MAJU,3.203764,101.7367351,1,53300,OK,"political,sublocality,sublocality_level_1"
1196,GEOMETRIC_CENTER,"Lot 159, Jakel Square OFF, Jalan Munshi Abdullah, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJNU7G-yxIzDERG__-g9UlUZs,JAKEL RESIDENCES @ KUALA LUMPUR CITY CENTRE,3.153733,101.698964,1,50100,OK,"establishment,point_of_interest,store"
1197,GEOMETRIC_CENTER,"Blk B-TO4-UO1, No 1, Jln P8D, Precinct 8, Putrajaya, 62250, Putrajaya, WP Putrajaya, Presint 8, 62250 Putrajaya, Malaysia",ChIJ_S-nRGu2zTER9B3hr0iD428,PUTRAJAYA VENTURES' FRENCH EMBASSY DEVELOPMENT,2.9398,101.683,1,62250,OK,"establishment,general_contractor,point_of_interest"
1198,APPROXIMATE,"I-City, 40000 Shah Alam, Selangor, Malaysia",ChIJOdKZHuNSzDER9msNR0oZyC4,I-City Ultrapolis,3.06519,101.4832411,1,40000,OK,"political,sublocality,sublocality_level_1"
1199,GEOMETRIC_CENTER,"Jalan Budiman 22/3, Seksyen 22, 40300 Shah Alam, Selangor, Malaysia",ChIJy8bpkQ5NzDERu1OjZnRe5ak,ALAM SANJUNG SERVICE APARTMENTS ,3.0682352,101.5539473,1,40300,OK,"establishment,point_of_interest"
1200,,,,Advise About Investment Property,,,0,,ZERO_RESULTS,
1201,ROOFTOP,"25, Jalan Sentul Perdana, Taman Pelangi, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",ChIJgUc4fJdHzDERQllXf8Ieh94,"Maxim Citylights @Sentul, Kuala Lumpur",3.2073204,101.6905156,2,51000,OK,"establishment,point_of_interest"
1202,ROOFTOP,"3A, Jalan 13/2, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",ChIJc00HbWBJzDERXXQMl3eq9MY,WTS Avenue D'vogue @PJ Sec 13,3.1141642,101.6393939,1,46200,OK,"establishment,lodging,point_of_interest"
1203,GEOMETRIC_CENTER,"Kuala Lumpur City Centre, 50050 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJfYEaWRNJzDERHXSS_3LTmQs, - Property Nearby KLCC,3.1450073,101.694027,1,50050,OK,"establishment,point_of_interest"
1204,,,,RM300K to buy a commercial lot next World Heritage,,,0,,ZERO_RESULTS,
1205,APPROXIMATE,"Puncak Jalil, 43300 Seri Kembangan, Selangor, Malaysia",ChIJUxPfVzy1zTERC1rYsqV4fSc,Any chance to get Puncak Jalil PUJ d.storey,3.017074,101.6755268,1,43300,OK,"political,sublocality,sublocality_level_1"
1206,GEOMETRIC_CENTER,"Jalan Baru, Kampung Jawa, 75100 Melaka, Malaysia",ChIJVVUV1tvx0TERHTOpG2s6NJM,"Vedro mall FREEHOLD retail property, Malacca",2.1991686,102.2489803,1,75100,OK,"establishment,point_of_interest,shopping_mall"
1207,GEOMETRIC_CENTER,"2nd Floor, Block B, Peramba Square Saujana Resort, Section U2, Shah Alam, 40150, Shah Alam, Selangor, Bandar Puchong Jaya, 40150 Puchong, Selangor, Malaysia",ChIJubN2yi5MzDEROdBUax-Txi8,SAUJANA GREENS PUCHONG,3.05536,101.616,1,40150,OK,"establishment,general_contractor,point_of_interest"
