thread_name,username,post_content,posted_at
Elmina by Sime Darby v2,celinek,any nice food near elmina or where you guys go for your meal?,"Jun 7 2017, 11:45 AM"
Elmina by Sime Darby v2,kiwimon,Have you paid your MOT to the lawyer bro?,"Jun 7 2017, 03:50 PM"
Elmina by Sime Darby v2,yupio,"Since no one answer in Viana WhatsApp group, I'll create one. Anyone already signed S&P for Viana PM me your number to be added to Viana group.","Jun 7 2017, 05:19 PM"
Elmina by Sime Darby v2,Kong78,"Not Yet, checked with lawyer they haven't get the letter from LHDN.....only will pay once received letter from them.","Jun 7 2017, 06:58 PM"
Elmina by Sime Darby v2,OliviaWong17,so fast ?!u bought type A or B ?,"Jun 8 2017, 04:23 AM"
Elmina by Sime Darby v2,Kong78,i bought type A,"Jun 8 2017, 08:20 AM"
Elmina by Sime Darby v2,Jue Dean Lim,GOOD FOR YOU,"Jun 8 2017, 11:23 AM"
Elmina by Sime Darby v2,lemina,"Anyone interested in having 3d sketch up models for their houses? I have a friend doing this part time for a small fee.Drawn to scale, so it's easier to plan ahead on the reno/furnishing rather than to imagine . if you have the sketch up software, can pan, zoom and do anything with itThis was done for ev2","Jun 8 2017, 09:59 PM"
Elmina by Sime Darby v2,Happy fissh,"Hi, I am newbie here. Can you add me into Viana group? Sign my S&P last month.","Jun 8 2017, 10:14 PM"
Elmina by Sime Darby v2,Jue Dean Lim,woooo... nice2... can give contact number?😁,"Jun 8 2017, 11:09 PM"
Elmina by Sime Darby v2,chiahau,How small is the fee?For other projek boleh buat?,"Jun 9 2017, 01:27 PM"
Elmina by Sime Darby v2,yupio,Already PMed u.,"Jun 9 2017, 01:29 PM"
Elmina by Sime Darby v2,kiwimon,"IC same here, but i didnt get any letter from the bank yet. thought need to pay MOT first before bank start to disperse the money to sime darby. By the way you are using your own lawyer or the same one that sime darby use for the S&P?","Jun 9 2017, 02:13 PM"
Elmina by Sime Darby v2,dnp,"wow, do your friend do for EV3?","Jun 9 2017, 03:33 PM"
Elmina by Sime Darby v2,dnp,"wow, twice. which type that you bought?","Jun 9 2017, 04:32 PM"
Elmina by Sime Darby v2,jiwabesar,EV3 type C.,"Jun 10 2017, 08:55 AM"
Elmina by Sime Darby v2,Kong78,"I was using the same lawyer by sime darby.By the way, did the lawyer called you and say that will send you SPA? because my friend said she receive call from lawyer last week but my side haven't receive call yet.","Jun 10 2017, 11:35 AM"
Elmina by Sime Darby v2,dnp,i see.. looks like type C quite fast,"Jun 10 2017, 11:54 AM"
Elmina by Sime Darby v2,acik_qdeen,EV3 type A also got twice already,"Jun 11 2017, 09:08 AM"
Elmina by Sime Darby v2,Jonker,Any info on EV5 saiz and starting price?,"Jun 11 2017, 09:09 AM"
Elmina by Sime Darby v2,Anubis77,"Hi, Am thinking of Viana,Just want to ask if anyone knows if the neighborhood shops and multipurpose hall inside the fence of Viana or outside?Thanks!","Jun 12 2017, 07:29 PM"
Elmina by Sime Darby v2,kiwimon,"Got my SPA like around Jan, i sign it on Dec last year. I kind of hurry them up cause need the document for EPF.","Jun 13 2017, 10:03 AM"
Elmina by Sime Darby v2,Kong78,"I see, i signed on Feb but haven't receive any docs from lawyer yet. They said will send together with loan agreement later","Jun 13 2017, 10:24 PM"
Elmina by Sime Darby v2,gwh,"Another phase @ Elmina WestMBSA/OSC/KM(DO)/SEK.U15/0054/2017 : PERMOHONAN KEBENARAN MERANCANG BAGI PEMBANGUNAN LANDED STRATA (GUARDED & GATED) UNTUK 256 UNIT KEDIAMAN TERES 3 TINGKAT, 96 UNIT KONDOMINIUM 4 TINGKAT DENGAN 2 ARAS TEMPAT LETAK KERETA 1 UNIT RUMAH KELAB 2 TINGKAT DENGAN KEMUDAHAN, 4 UNIT PENCAWANG ELEKTRIK DAN 1 UNIT PONDOK PENGAWAL DI ATAS LOT : NO. 4, PT 52004, JALAN SHOREA U15/36, (ELMINA WEST) SEKSYEN : U15, 40170 SHAH ALAM, SELANGOR DARUL EHSAN. oleh EASTERN & ORIENTAL EXPRESS SDN. BHD. di Majlis Bandaraya Shah Alam","Jun 13 2017, 11:31 PM"
Elmina by Sime Darby v2,elmond,finally e&o @ elmina wellness,"Jun 14 2017, 01:30 AM"
Elmina by Sime Darby v2,cwyan,"Yes, finally but what is the selling price?","Jun 14 2017, 02:10 AM"
Elmina by Sime Darby v2,BRE,Will nt b cheaper than elmina since its g&g wth clubhouse,"Jun 14 2017, 08:22 AM"
Elmina by Sime Darby v2,rookienyc,"Refer here > https://www.easternandoriental.com/properti...&id=elmina-westE&O has acquired a 135-acre freehold land in Elmina West, part of the City of Elmina, from Sime Darby Property Berhad, marking a vital growth engine for E&O in the Klang Valley.The proposed development, slated to be a wellness themed township, fringes a 2,700-acre forest reserve on its western border and the 300-acre Elmina Central Park on the south. Elmina West enjoys the privilege of proximity to nature, which is a strong aspect in enabling E&O to realise a robust wellness concept and introduce unique lifestyle offerings to elevate the wellness theme to a different level.Strategically located from a commercial standpoint, the land intersects with the Elmina City Centre (ECC) commercial hub, whilst enjoying excellent connectivity afforded by existing and new highways such as the Guthrie Corridor Expressway and proposed Damansara-Shah Alam Elevated Expressway (DASH).","Jun 14 2017, 08:31 AM"
Elmina by Sime Darby v2,swn525,Elmina have clubhouse?,"Jun 14 2017, 10:08 AM"
Elmina by Sime Darby v2,elmond,bukit subang - nodenai alam - yes but not built yetelmina garden - noelmina valley - noelmina wellness -yes,"Jun 14 2017, 10:20 AM"
Elmina by Sime Darby v2,Don don,Sorry where the elmina wellness ?,"Jun 14 2017, 10:35 AM"
Elmina by Sime Darby v2,lemina,,"Jun 14 2017, 10:48 AM"
Elmina by Sime Darby v2,swn525,elmina wellness........only allow wellness resident to join?,"Jun 14 2017, 10:53 AM"
Elmina by Sime Darby v2,elmond,"well, this is depends of the developer's plan, but most likely it's stands with the wellness center","Jun 14 2017, 10:59 AM"
Elmina by Sime Darby v2,BRE,Didnt knw tht sdp plan 2 build clubhouse in da? Is this onfo confirmed bro?,"Jun 14 2017, 01:10 PM"
Elmina by Sime Darby v2,BRE,Since its strata titled g&g highly likely they wont allow outsiders 2 join 2 maintain its exclusivity,"Jun 14 2017, 01:16 PM"
Elmina by Sime Darby v2,elmond,daland in rawang did a isolate clubhouse too on strata landed township,"Jun 14 2017, 01:22 PM"
Elmina by Sime Darby v2,utellme,"since E%O a good boutique property developer, expect much higher price compared to SDP current property offer at EV","Jun 14 2017, 01:25 PM"
Elmina by Sime Darby v2,Jue Dean Lim,Good👍 will increase property value at Elmina ☺️,"Jun 14 2017, 01:36 PM"
Elmina by Sime Darby v2,Serenakong,My WebpageAnyone know what is this promo? This is for which phase of property?,"Jun 14 2017, 01:39 PM"
Elmina by Sime Darby v2,BRE,4 all phases in elmina,"Jun 14 2017, 06:39 PM"
Elmina by Sime Darby v2,Serenakong,Viana also?,"Jun 14 2017, 07:30 PM"
Elmina by Sime Darby v2,Serenakong,Include Viana?,"Jun 15 2017, 12:29 PM"
Elmina by Sime Darby v2,BRE,Koreck,"Jun 15 2017, 01:11 PM"
Elmina by Sime Darby v2,yupio,Wonder after the RM10k rebate still got 5% discount or not for Viana.,"Jun 15 2017, 01:43 PM"
Elmina by Sime Darby v2,Serenakong,"Confirm? Can u intro that SD agent to me because my agent keep said no extra discount for Viana, only 5% because it sell like hot cake.","Jun 15 2017, 02:06 PM"
Elmina by Sime Darby v2,encore69,"5% + legal fees only.Can try contact SD sales, Zaid 019-256 5321.Pls PM me your details if interested. Thanks.","Jun 15 2017, 02:15 PM"
Elmina by Sime Darby v2,Serenakong,Huh.. legal fee also waive?,"Jun 15 2017, 02:26 PM"
Elmina by Sime Darby v2,encore69,"Yes, 5% + legal fee free","Jun 15 2017, 02:39 PM"
Elmina by Sime Darby v2,Anubis77,Legal fee for SPA. Loan doc legal fee still paid by buyer.,"Jun 15 2017, 02:56 PM"
Elmina by Sime Darby v2,yupio,My SA also confirm 5% and SPA legal fee free only.,"Jun 15 2017, 03:11 PM"
Elmina by Sime Darby v2,Happy fissh,"My SA told me Raya Promo is not apply for Viana, just visited their gallery yesterday for Viana site visit. Only 5% rebate without MOT. Only 15 units left.","Jun 15 2017, 04:04 PM"
Elmina by Sime Darby v2,linafooo,"When products are good, there are still buyers out there who will buy.","Jun 15 2017, 04:06 PM"
Elmina by Sime Darby v2,icemanfx,Developer and re agent number should be taken with a pinch of salt.,"Jun 15 2017, 04:18 PM"
Elmina by Sime Darby v2,Stedz91,Any owner selling completed unit here ? I'm interested,"Jun 15 2017, 04:21 PM"
Elmina by Sime Darby v2,mr1990,"Hi , are you in EG group? Mind to add me in?Btw can i check with you how did you setup your alarm?I notice some of the wires are not connected so when i connect the battery the alarm just goes off because the control panel is not connected. Any contact to refer to? Thanks in advance.","Jun 15 2017, 04:23 PM"
Elmina by Sime Darby v2,Syamoes,"Hi all, latest EV4 update. Quite a quality materials & finishing.","Jun 15 2017, 11:58 PM"
Elmina by Sime Darby v2,Jonker,Looking good there. Thanks for sharing Syamoes,"Jun 16 2017, 08:07 AM"
Elmina by Sime Darby v2,rekrazie,"Anyone in the EV3 WhatsApp group already? Tried to PM one of the member here but until today no action. If no, I will create one. PM me your phone number, phase & unit type.","Jun 16 2017, 09:32 AM"
Elmina by Sime Darby v2,Yogi89,"Hi, please add me in EV group. Just sign my SNP last week .","Jun 16 2017, 09:39 AM"
Elmina by Sime Darby v2,jiwabesar,Sorry missed out ur number earlier,"Jun 16 2017, 10:09 AM"
Elmina by Sime Darby v2,jiwabesar,Anyone want to join EV or EV3 whatsapp group can pm me ur phone number,"Jun 16 2017, 11:51 AM"
Elmina by Sime Darby v2,mushroom0320,"Look progress well. This is the phase 1 unit, right ? Btw, any EV4 WhatsApp group? Can add me in ?","Jun 16 2017, 12:22 PM"
Elmina by Sime Darby v2,Syamoes,Its actually type A and B. The picture both phase. Lighter brick is type A. The darker one type B. I wonder who can start whatapps group for EV4.,"Jun 16 2017, 03:20 PM"
Elmina by Sime Darby v2,Nymphetamine666,pm u.,"Jun 17 2017, 09:28 AM"
Elmina by Sime Darby v2,Jue Dean Lim,Wahhh... very nice.. i want ...i want 😁,"Jun 17 2017, 09:48 AM"
Elmina by Sime Darby v2,mushroom0320,U start one.,"Jun 17 2017, 10:09 AM"
Elmina by Sime Darby v2,yupio,"I have not been invited to the main EG Whatsapp Group as well.Meanwhile I have a Viana Group, if anyone already purchased and signed S&P for Viana, do PM me.","Jun 17 2017, 10:13 AM"
Elmina by Sime Darby v2,ShInYoNg,I can't wait to check out the ev4. Are we allow to go in?,"Jun 17 2017, 10:32 AM"
Elmina by Sime Darby v2,Syamoes,Can ask the guard. Should be no problem.,"Jun 17 2017, 01:33 PM"
Elmina by Sime Darby v2,Syamoes,Hahaha...got many EV4 buyer here ka?,"Jun 17 2017, 04:18 PM"
Elmina by Sime Darby v2,mushroom0320,Haha. Slowly will get more.,"Jun 17 2017, 04:31 PM"
Elmina by Sime Darby v2,arjenayai,"Hi, EV4 buyer here as well. Please add me to the group too.","Jun 17 2017, 10:52 PM"
Elmina by Sime Darby v2,Dream31,EV4 Buyer here too. Please add me to the group.,"Jun 18 2017, 01:20 AM"
Elmina by Sime Darby v2,celinek,How much is the price for viana?,"Jun 18 2017, 06:24 AM"
Elmina by Sime Darby v2,billy08,"From RM1,159,888 - RM2,331,888http://newlaunch.iproperty.com.my/Viana-at...na-Gardens/5381","Jun 18 2017, 01:05 PM"
Elmina by Sime Darby v2,Don don,Hi guys I heard only lar sime darby will on hold the elmina future plan is true?,"Jun 18 2017, 02:30 PM"
Elmina by Sime Darby v2,Stedz91,"anyone selling elmina garden, keana here","Jun 18 2017, 04:45 PM"
Elmina by Sime Darby v2,celinek,tq,"Jun 18 2017, 06:21 PM"
Elmina by Sime Darby v2,Kong78,Are we allowed visit it?,"Jun 18 2017, 06:47 PM"
Elmina by Sime Darby v2,kennykuan,Any EV4 buyers if wish to join EV4 group chat can pm me please,"Jun 19 2017, 03:41 PM"
Elmina by Sime Darby v2,Yogi89,,"Jun 19 2017, 04:20 PM"
Elmina by Sime Darby v2,BKT123,Can anyone add me in EV4 group,"Jun 19 2017, 04:36 PM"
Elmina by Sime Darby v2,kennykuan,PM me your phone number please,"Jun 19 2017, 04:47 PM"
Elmina by Sime Darby v2,jingyi_ng,seems like the whole unit build by red bricks?,"Jun 19 2017, 05:20 PM"
Elmina by Sime Darby v2,billy08,Isnt Red Bricks good? Or is it going to be hot??,"Jun 19 2017, 05:23 PM"
Elmina by Sime Darby v2,PoppyZ,Red brick is better than white brick. White brick made from cement and hotter. I believe white brick also cheaper.,"Jun 19 2017, 07:14 PM"
Elmina by Sime Darby v2,Jue Dean Lim,👍 strong and sound proof 😊,"Jun 20 2017, 10:23 AM"
Elmina by Sime Darby v2,turbologic,"Hi guys, newbie to the forum. Recently purchased EV4 too. First property, so sila tunjuk ajar hehe","Jun 20 2017, 11:57 AM"
Elmina by Sime Darby v2,jingyi_ng,Red brick is good,"Jun 20 2017, 12:04 PM"
Elmina by Sime Darby v2,BEANCOUNTER,red = claysand (or people called it white here) = sand+cementthere is one more type...called what compressed brick...forgot the name already...lagi cheaper I think. got holes in between the block.,"Jun 20 2017, 03:52 PM"
Elmina by Sime Darby v2,celinek,Any event at elmina sakes office today?,"Jun 20 2017, 03:57 PM"
Elmina by Sime Darby v2,Syamoes,Not all. Only in between house separator. The brick is design stone to make it look good.,"Jun 20 2017, 04:44 PM"
Elmina by Sime Darby v2,Syamoes,PM you already.,"Jun 21 2017, 07:28 PM"
Elmina by Sime Darby v2,Stedz91,When is Elmina Gated and Guarded going to build ?,"Jun 22 2017, 12:25 AM"
Elmina by Sime Darby v2,Kong78,PM you already. Thanks,"Jun 22 2017, 01:16 AM"
Elmina by Sime Darby v2,iphonegizmo,was on site during constuction insideEV1 EV2 mostly whte bricks and red bricks very litte only used as house separator lolEV3 24x75 have mostly red bricks incl the gate wallend up i buy setia alam. (all red brick)simedary i forget about it ...bad location,"Jun 22 2017, 05:32 PM"
Elmina by Sime Darby v2,easywin3,Bad location ?Do you mean Elmina location is worse than Setia Alam ? or Bandar Bukit Raja house is worse than Setia Alam house ?,"Jun 23 2017, 09:47 AM"
Elmina by Sime Darby v2,iphonegizmo,not worse .just more developed that side as have primary chiense school ( no offense ) bt for my kidsjust 1min next doorand proposed lrt3 extension.i cost abit more there vs elmina,"Jun 23 2017, 11:23 AM"
Elmina by Sime Darby v2,easywin3,Good to know the reason. Thanks for explanation.,"Jun 23 2017, 04:14 PM"
Elmina by Sime Darby v2,Jue Dean Lim,Waaahhhh... Already bought Setia Alam but stillfollow Elmina forum... Good2 👍..Elmina alwaysin everybody heart ❤️...😊,"Jun 23 2017, 04:18 PM"
Elmina by Sime Darby v2,zerol410,Elmina to KLCC - 33.5kmElmina to Sunway - 24.4kmElmina to Bandar Utama - 18.2kmElmina to Putrajaya - 50.3kmSetia Alam to KLCC - 35.8kmSetia Alam to Sunway - 24.5kmSetia Alam to Bandar Utama - 26.8kmSetia Alam to Putrajaya - 50.8km,"Jun 23 2017, 05:01 PM"
Elmina by Sime Darby v2,Anubis77,"Its all preferences and every location has its pros and cons depending on the amenities, distance to preferred locale and lifestyle. Both locales are good and has potential.","Jun 23 2017, 05:43 PM"
Elmina by Sime Darby v2,Nymphetamine666,"after this V2 finnsh, he unfollow la bro i think..","Jun 23 2017, 07:28 PM"
Elmina by Sime Darby v2,aaron1717,elmina and setia alam... in term of location and distance to KL is abang adik.... the main difference is the commercial activities and basic necessity around this area.... no doubt its good location.... but sime darby style is always slow and steady on its commercial activities.... but now setia alam consider a more matured township than elmina... they are at a different level... it depends on what you want... elmina is definitely peace and serene while setia alam is matured and high activities level....,"Jun 24 2017, 09:46 AM"
Elmina by Sime Darby v2,chiahau,You forgot to add :- Setia Alam pricing also maciam best,"Jun 24 2017, 12:01 PM"
Elmina by Sime Darby v2,Jasontee,I like setia alam Duta Villa guard house but don't know inside ok or not?Setia Alam jam everyday after office hour. Hope can improve in the future after Eco Ardence build the flyover.By the way I bought Elmina because all my daily activity just nearby.,"Jun 25 2017, 08:57 AM"
Elmina by Sime Darby v2,chiahau,No idea. Gave up with Setia Alam area already....Too much traffics. I will rage if I drive there.,"Jun 26 2017, 07:48 PM"
Elmina by Sime Darby v2,tzuen,Surprisingly the distance is not far away. And I thought Setia Alam is way further than Elmina.,"Jun 26 2017, 09:05 PM"
Elmina by Sime Darby v2,zerol410,"(based on google map)Yeah, I was mildly suprised too, hahaha... Only notable slight difference is Elmina has the edge if going to Bdr Utama / Mutiara D'sara area.","Jun 27 2017, 12:26 AM"
Elmina by Sime Darby v2,BRE,Tht bad ka 2 drive in sa taikor?,"Jun 27 2017, 01:41 AM"
Elmina by Sime Darby v2,iphonegizmo,3 storey a headache to cleanup,"Jun 27 2017, 01:53 AM"
Elmina by Sime Darby v2,chiahau,After the toll quite jam le.I don't like to go thru the area unless I go service my car,"Jun 27 2017, 02:22 AM"
Elmina by Sime Darby v2,Jasontee,"Sometimes I go to setia city mall shopping, after toll setia alam 90% jam. Haha..","Jun 28 2017, 09:36 AM"
Elmina by Sime Darby v2,iphonegizmo,yea i think during rush hour after working hours mon-fri 4-6pm ~ ardafter that or weekend no issue very smooth as toll lane very wide and 3 laneanyway seldom drive unless have full electric car,"Jun 30 2017, 09:05 PM"
Elmina by Sime Darby v2,BRE,So jialat d jam in sa? Signs of maturity n inadequate roads?😃😆,"Jun 30 2017, 09:24 PM"
Elmina by Sime Darby v2,Anubis77,Not only SA. All matured areas which are in demand will face traffic congestion,"Jul 1 2017, 03:12 PM"
Elmina by Sime Darby v2,arjenayai,PM-ed you,"Jul 1 2017, 03:55 PM"
Elmina by Sime Darby v2,elmond,"another service apartment?MBSA/OSC/KM(PSA)/SEK.U16/0021/2017 (ID : 101419-4) : PERMOHONAN KEBENARAN MERANCANG PINDAAN KEPADA PELAN SUSUNATUR YANG TELAH DILULUSKAN [RUJUKAN NO. PELAN BIL. MBSA/PRG/2016-15(UI6W)] BAGI PEMBANGUNAN PLOT PERNIAGAAN (PANGSAPURI PERKHIDMATAN) DI ATAS LOT PT 21872 HS(D) 249053, MUKIM BUKIT RAJA, DAERAH PETALING, SELUAS 2.25 EKAR DI NO. 17, PERSIARAN METAFASA, DENAI ALAM, SEKSYEN U16, 40160 SHAH ALAM, SELANGOR DARUL EHSAN UNTUK TETUAN DENAI 23 SDN. BHD. oleh DENAI 23 SDN. BHD. di Majlis Bandaraya Shah Alam","Jul 1 2017, 06:30 PM"
Elmina by Sime Darby v2,Jue Dean Lim,,"Jul 1 2017, 08:32 PM"
Elmina by Sime Darby v2,lemina,what is this showing?,"Jul 2 2017, 06:55 AM"
Elmina by Sime Darby v2,zerol410,"Service apartment always on 'Plot Perniagaan' ke? If I'm not mistaken, the service apartment in Oasis Ara D'sara also 'Plot Perniagaan'.","Jul 3 2017, 03:20 PM"
Elmina by Sime Darby v2,BEANCOUNTER,"I dunno much abt Elmina....from SA toll to the curve carpark.....I tried b4 under 20mins....non peak afternoon.to bdr utama also about the same time...non peak afternoon.the jam part for SA is after toll towards Bukit Raja/Meru....during peak hours only.....jam for 10-20mins perhaps? I never travel during peak hours going into SA.the killing jam is mainly nkve subang to damansara, after damansara toll towards sec16 or turn to kepong side or jln meru....very slow traffic because of traffic lights and dual lane road........like one forumer said, SA u can get barang cina....Elmina a bit difficult.........just row and row of houses with petrol kiosk and limited shoplots......","Jul 3 2017, 03:21 PM"
Elmina by Sime Darby v2,aaron1717,haha too over la u... where gt so jam.... the highest jam is at nkve toll exit nia.... even during peak hours only jam bcuz of the international skul... off work tak ada jam one la.... during weekend only the bukit raja meru road jam.... inside setia alam jam only bcuz of the pasar malam nia....,"Jul 5 2017, 12:02 PM"
Elmina by Sime Darby v2,Jasontee,"Yes, I always arrived there 7.00 - 8.00 pm and almost Jam every time, unless you are boss so can go back early will be smooth I think.I WANT TO BE A BOSS!!! Dreaming... Haha","Jul 5 2017, 12:19 PM"
Elmina by Sime Darby v2,chiahau,I sensitive one boss.Conti cars not meant to be stuck for jams. The plaza toll there also can take me about 20 minutes wait d,"Jul 6 2017, 10:49 PM"
Elmina by Sime Darby v2,BEANCOUNTER,if u knew 7-8pm always jam....why still want to join the jam and complain and just like anyone else there join the jam and complain and be rude on the road?,"Jul 7 2017, 08:06 AM"
Elmina by Sime Darby v2,Jasontee,"Haha Bro, I am not complaining now. I just answer to somebody who ask Is it Jam there? And I just highlight after office hour will be Jam after NKVE SA Toll.","Jul 7 2017, 08:49 AM"
Elmina by Sime Darby v2,Kong78,"Yes because serviced apartment under commercial title, but they can apply under HDA for residential loan.","Jul 7 2017, 08:59 AM"
Elmina by Sime Darby v2,aaron1717,no la.... i mean inside setia alam itself.... if u say the highway leading to setia alam jam is unbearable... its the nature of a prosperous township ma... haha.... every township also need to jam at peak hours before u enter them... wait til elmina is as matured as setia alam... then its will be different liao..... anyway i also always travel there during 6 something after the toll ok liao wor.... no crazy jam like u mention... i go find my fren nearby the shell setia alam... quite fast to reach after toll... lol.... so far inside setia alam... the only time that will confirm jam is the morning time... when have to passby the international skul....,"Jul 7 2017, 09:04 AM"
Elmina by Sime Darby v2,aaron1717,thats why u must stay at township yg ada lrt ma.... other new townships should be susah for u....,"Jul 7 2017, 09:14 AM"
Elmina by Sime Darby v2,chiahau,LRT punya now too mahal d.I settle for poor man MRT.Janji can drive less okay d.,"Jul 7 2017, 09:40 AM"
Elmina by Sime Darby v2,iphonegizmo,MRT at Pj damm slow turtle and high price (outdated technology wasted moneyi cycle even faster than MRT !! crazyLrt betternow in USA testing 1000km/h vacuum train,"Jul 7 2017, 02:41 PM"
Elmina by Sime Darby v2,chiahau,"Chillax la, at least it works.For me, I don't have to rush to work as my office hours are flexible.Janji the train can jalan and reach, I don't have any issues already","Jul 7 2017, 07:37 PM"
Elmina by Sime Darby v2,celinek,What you guys think about the future value or price in Elmina in 3 years time?,"Jul 7 2017, 08:53 PM"
Elmina by Sime Darby v2,chiahau,"Give it 5 to 10 to see real appreciation.Coz Elmina is done parts by parts, it will take a bit longer for the entire puzzle to be completed.","Jul 7 2017, 10:10 PM"
Elmina by Sime Darby v2,easywin3,"Elmina is good for own stay, not easy for flip since it started at high pricing.In 3 years it might have reach 50%-80% residents occupancy but commercial area will be slow until its city center ready after year 2020.","Jul 8 2017, 11:41 AM"
Elmina by Sime Darby v2,BEANCOUNTER,you guys really got cystal ball?can I ask how many years needed for me to become millionaire?,"Jul 8 2017, 11:46 AM"
Elmina by Sime Darby v2,Sino7_88,i saw there is a whatapps group for EV? can i join? EV2 Buyer here.,"Jul 8 2017, 12:43 PM"
Elmina by Sime Darby v2,lilredridinghood,What is the going rate of Viana and EV?,"Jul 8 2017, 01:19 PM"
Elmina by Sime Darby v2,Yogi89,Pm me your number,"Jul 9 2017, 07:19 PM"
Elmina by Sime Darby v2,soolim88,Can anybody enlighten me are there any better new double storey landed houses compared to EV4 if my budget is 600-750k? I work in KL so if there is a MRT nearby as well. Not familiar with Shah Alam and Kajang but I am eyeing on these 2 spots. Your kind feedbacks are very much appreciated. TQ.,"Jul 10 2017, 08:21 AM"
Elmina by Sime Darby v2,qwerty223,buy buy buy people not happy you say like that lo,"Jul 10 2017, 11:34 AM"
Elmina by Sime Darby v2,aaron1717,"kajang should be having some.... or sg long subsales.... quite new.... some never stay in since VP..... go search from iproperty.... as for kajang i think have more options.... developers like MKH, Naza TTDI those u can see whether they have developer units or not....","Jul 11 2017, 01:27 AM"
Elmina by Sime Darby v2,aaron1717,well its the truth for elmina.... even 3 years time also wont see any significant growth in the commercials.... SDB always emphasize on the peace and serenity of this township over commercial vibrant...,"Jul 11 2017, 09:52 AM"
Elmina by Sime Darby v2,soolim88,Thanks Bro! That's helpful.,"Jul 12 2017, 04:06 PM"
Elmina by Sime Darby v2,utellme,That is absolutely true. I think we need to wait another 5-7 years to see the commercial property ready. The whole Elmina city development is last 20 years and now only at the beginning of 5th years. Still long way lah.,"Jul 14 2017, 09:51 AM"
Elmina by Sime Darby v2,qwerty223,"And the beauty of it is that a freehold will grow with the township, if of course the township is growing. But on a leasehold, most probably being canceled out by used lease.","Jul 14 2017, 10:41 AM"
Elmina by Sime Darby v2,easywin3,Shah Alam - Alam Impian http://www.inp.my/wp-content/uploads/2016/...as5Brochure.pdf,"Jul 14 2017, 11:04 AM"
Elmina by Sime Darby v2,qwerty223,"Pentas out of budget la, but new launch orchestra yes, with caveat of course.","Jul 14 2017, 11:18 AM"
Elmina by Sime Darby v2,easywin3,what caveat ?,"Jul 14 2017, 12:00 PM"
Elmina by Sime Darby v2,anuarsim,A wonderful event organized by SDP for residents of Elmina and orphan kids yesterday. Community event means a lot for the residents. Thanks SDP,"Jul 14 2017, 12:05 PM"
Elmina by Sime Darby v2,qwerty223,location and ballot style launching. The good part is pricing and low dense. Only one row is back to back.,"Jul 14 2017, 12:08 PM"
Elmina by Sime Darby v2,easywin3,"ballot style is good - no need to queue overnight, no young face queue for his boss.","Jul 14 2017, 02:24 PM"
Elmina by Sime Darby v2,qwerty223,not good when you end up last with shitty units.,"Jul 14 2017, 02:59 PM"
Elmina by Sime Darby v2,easywin3,"End up you still have choice, even so lucky but you can choose not to buy the unit.Why don't you think that you'are the lucky one who can grab a good unit ?I went for Elmina balloting with hope and I am one of the lucky one.Negative thinking will not help you do better in life.","Jul 14 2017, 03:08 PM"
Elmina by Sime Darby v2,qwerty223,"Have a chance even being lazy to show up last vs entirely within one's will to decide how much effort is worth to grab a preferred unit?Lay back and wait for sky is not everyone's definition of positive thinking.By the way, SDB always prelaunch units to their affiliates. Surprise you said you had hope.","Jul 14 2017, 03:25 PM"
Elmina by Sime Darby v2,redalert,"I give damnF**K to Hong Leong Islamic Bank...To Sime Darby, please dont ever consider Hong Leong Islamic Bank anymore:1. I just received a letter told me that my MRTT Letter of Acceptance has expired2. Refer back to the person in charge that i submit my loan, and that person left the company already3. Trying to call insurer/takaful call no. mentioned in the letter 03-76501818/1288 and many times chasing them but no one respond until now. Keep trying the number, and always mentioned that the Operators are still busy since morning (and since last time)4. Since 23 May 2017, where the date of the letter issued, my problem on ""Letter of Acceptance has expired"" is still pending.5. I never deal with Hong Leong bank before and this is my first time.. AND my first time, got very bad experience. I have been dealing with Maybank and Public Bank, and so far no issue.6. I hope Sime Darby re-consider to get Hong Leong as one of your panel bank7. Now, I dont have any clue on how to ""activate"" my Letter of Acceptance on MRTT for my EV Phase 2B. No one from them trying to call me or assist me on this8. A big damn to Hong Leongp/s: my phone bill increase this month because of waiting you or your rep to respond my call for more than 1 hour (accumulate), without any respond","Jul 14 2017, 03:49 PM"
Elmina by Sime Darby v2,Anubis77,Think its the sales guy. I have been dealing with hongleong islamic 3-4 times no issues.,"Jul 14 2017, 03:59 PM"
Elmina by Sime Darby v2,redalert,u r lucky then...,"Jul 16 2017, 10:01 AM"
Elmina by Sime Darby v2,BEANCOUNTER,why don't you march into HLIB hq and get the issue sorted?,"Jul 16 2017, 01:01 PM"
Elmina by Sime Darby v2,redalert,"the problem is that my schedule is tight until raya...since during loan application they are willing to come to my preferred location, i am expecting the same...i dont know how serious this matter is and no idea how this will effect later. im struggling chasing the marketing guy who left HLIB at the moment...i tot customer should be their main priority....never think the other way around....","Jul 16 2017, 08:41 PM"
Elmina by Sime Darby v2,easywin3,Write complaint mail to Customerservice@hlbb.hongleong.com.myThey will take immediate action to investigate and sort it out for you.,"Jul 17 2017, 03:46 PM"
Elmina by Sime Darby v2,redalert,"tq for ur suggestion..try my best and see how long it will take since thru phone call also useless...but nvmind, will try thru email","Jul 17 2017, 10:47 PM"
