,sentences,users,date,sentiment_score
2201,"coz, drive, elmina, garden, .., alot, unit, .., ppl, buy, want, right",corboylee,"Nov 16 2017, 11:06 AM",0.0772
2202,"news, progress, persiaran, atmosfera, road, extend, kwasa, damansara",SLWEV3,"Nov 16 2017, 01:05 PM",0.5423
2203,"elmina, garden, new, old, phase, 2, 3, year, start, people, think, need, 2, year, people, reason, simedarby, defect, need, 1, year, complete, course, people, slowly, loh, 1, haha, ....",Jasontee,"Nov 16 2017, 09:48 PM",0.1531
2204,"think, dash, highway, complete, road, open, kwasa, land, son't, project, start, think, open, project, use, dash, compare",Jasontee,"Nov 17 2017, 09:08 AM",0.0
2205,"yikes, year, defect, excessive, major, issue, minor, stuff",dishwasher,"Nov 17 2017, 09:52 AM",-0.34
2206,"dash, need, 2, 3, year, complete, ..., persiaran, atmosfera, extension, cut, short, distance, mrt, kwasa, kota, damansara",SLWEV3,"Nov 17 2017, 10:34 AM",-0.2732
2207,"1st, phase, elmina, ok, d, price, diff, lo, new, township, need, yrs, 4, ppl, 2, nt, faclitie",BRE,"Nov 17 2017, 10:42 AM",0.296
2208,"major, minor, time, 76, defect, 2nd, 10, defect, 3rd, 4th, 5, defect.2nd, 3rd, 4th, redo, time, defect, time, submit, 2, 3, month, complete, check, miss, defect, bit, bit, course, need, 1, year, loh, pay, contractor, sdp, defect, super, slow, main, contractor, find, excuse, sorry, sale, service, need, lot, improvement",Jasontee,"Nov 17 2017, 11:10 AM",-0.6249
2209,"huh, ..., tot, sdb, service, class, ..., way, u, ..., like, bad, developer, s, level, ...., generally, experience, ..., month, ..., contractor, settle, defect, ..., 2, 3, month, long, minor, defect",aaron1717,"Nov 17 2017, 01:12 PM",-0.7003
2210,"2, 3, month, way, long, fix, defect, wei, usually, 1, month, owner, start, noise",8sg9ft,"Nov 17 2017, 01:27 PM",-0.34
2211,"need, 2, follow, constantly, n, depend, d, pic, experience, wth, d, sdp, pic, rectify, mnnth, minor, defect",BRE,"Nov 20 2017, 12:43 AM",-0.7003
2212,"investor, la, kancheong, .., s",corboylee,"Nov 20 2017, 01:26 AM",0.0
2213,"haha, .., money, invest, lah, bro, elmina, garden, house, sell, exist",Jasontee,"Nov 20 2017, 04:37 AM",0.4588
2214,"sdp, restructure, lot, new, staff, hard, follow, defect, case, wait, ask, wait, patiently, haha, ..",Jasontee,"Nov 20 2017, 09:41 AM",0.0516
2215,"year, settle, defect, sound, cray, cray, add, time, renovation, furnish, look, year, half, collect, key, in?cannot, wei",dishwasher,"Nov 20 2017, 10:06 AM",-0.34
2216,"y, try, soon, possible, lo, hahabut, good, point, neighbour, start, scary, body, taman",Jasontee,"Nov 20 2017, 11:46 AM",-0.0772
2217,"remember, time, scary",swn525,"Nov 20 2017, 02:01 PM",-0.4939
2218,"hear, sdp, build, guardhouse, fencing, soon, hopefully, fast, fast, kao, tim, safety, sdp, talk, wait, 2, year, settle, haha, ...",Jasontee,"Nov 21 2017, 02:07 PM",0.8176
2219,"haha, talk, cheap, .., dunno, deliver, buy, tiana, large, elmina, wonder, worth, invest",corboylee,"Nov 21 2017, 02:58 PM",0.5994
2220,"elmina, green, phase, 1, ..., know, launch, unit, left?this, saujana, utama",oxm8,"Nov 21 2017, 04:51 PM",0.0
2221,"hi, loan, elmina, green, finally, approve, loan, margin, 90, mean, high, property, price, discount, 7, bumi, 5, early, rebate, question, need, pay, 10, downpayment, require, sign, spa?how, excess, money, afrer, bank, disburse, amount?the, sa, blur",cym,"Nov 21 2017, 10:21 PM",-0.1926
2222,"lot, unit, leave, 30, leave, time, check, need, pay, 10, reimburse, excess, book, fee, 2nd, payment, release",flabbergasted,"Nov 21 2017, 11:28 PM",-0.2023
2223,"oh, ok, thank",cym,"Nov 22 2017, 12:38 AM",0.5719
2224,"heycan, confirm, u, guy, ev3, use, white, brick, ..., constructionsiteis, white, .., white, red, quaity, wise",iphonegizmo,"Nov 22 2017, 01:14 AM",0.4767
2225,"course, red, .., developer, mix, structural, use, red, use, white, developer, use, white, condo, .., scary",corboylee,"Nov 22 2017, 08:08 AM",-0.4939
2226,"use, white, brick, u, feel, d, heat, night, day, time, sunny, n, hotsdp, use, red, brick, 4, premium, prop",BRE,"Nov 22 2017, 09:25 AM",0.4215
2227,"sure, premium, tot, mix, .., unlikely, use, red, brick, unit",corboylee,"Nov 22 2017, 10:52 AM",0.3182
2228,"white, sand, brick.the, red, clay, brick.there, hybrid, rarely, use, malaysia.only, recent, time, notice, developer, mix, type, brick, clay, sand, notice, clay, use, freehold, property, sand, leasehold, ...., distinction, obvious, now.was, tell, sand, brick, cheap, clay, brick.clay, obviously, densed, porous, 2s, home, personally, think, foundation, method, support, beam, important, brick, use, build, home, unfortunately, spa, clearly, state, brick, use, construct, yr, home, ...., lost, battle, homeowner",BEANCOUNTER,"Nov 22 2017, 11:04 AM",0.1531
2229,"yea, .., pay, nose, developer, want, maximise, profit, pro, use, clay, brick, sand",corboylee,"Nov 22 2017, 11:35 AM",0.4215
2230,"nt, sure, u, c, brochure, 4, d, lower, price, prop, use, white, brick",BRE,"Nov 22 2017, 01:13 PM",0.0258
2231,"red, clay, brick, use, party, wall, mandatory, fire, safety, requirement",klangvalleyrookie,"Nov 23 2017, 09:58 AM",0.5267
2232,"correct, use, red, brick, look, red, sidessimedarby, ev3, use, whiteclay",iphonegizmo,"Nov 24 2017, 03:32 PM",0.0
2233,"wow, launch, liana, launch, soon, development, ..., ppl, buy",corboylee,"Nov 24 2017, 04:46 PM",0.5859
2234,"g3canother, news, masjid, denai, alam, funding, build, soon.https://selangorkini.my/2017/11/wakaf-terus-disemarak/shah, alam, 3, nov, kerajaan, negeri, bersetuju, menyumbang, kepada, tabung, wakaf, pembinaan, masjid, denai, alam, sebanyak, rm5, juta, dato, menteri, besar, dato, mohamed, azmin, ali, berkata, inisiatif, anak, anak, kariah, di, denai, alam, yang, menyumbang, rm2, juta, dan, sektor, swasta, menyumbang, rm12, juta, turut, dihargai",elmond,"Nov 24 2017, 05:22 PM",0.0
2235,g3c,corboylee,"Nov 24 2017, 06:02 PM",0.0
2236,"exact, location, da",brother love,"Nov 24 2017, 06:16 PM",0.0
2237,"mean, mosque?3.162832, 101.510274, land, include, mosque, islamic, institute",elmond,"Nov 24 2017, 06:18 PM",0.0
2238,"location, quote",elmond,"Nov 24 2017, 06:32 PM",0.0
2239,"oh, elmina, east",brother love,"Nov 24 2017, 06:56 PM",0.0
2240,"actually, problem, sime, darby, .., manage, maintain, township, .., compare, place, like, eco, desa, park, .., sime",corboylee,"Nov 25 2017, 01:13 PM",-0.0516
2241,"eco, desa, parkcity, land, property, strata, title, mean, property, owner, pay, monthly, maintenance, fee, sink, fund, pay, late, interest, arrear, charge, 99.9, elmina, land, property, individual, freehold, title, opinion, sime, darby, collect, source, fund, think, resident, play, environment, clean, tidy, avoid, unnecessary, extension, inconvenient, neighboring, house, outlookdenai, alam, township, start, 6, 7, year, ago, week, look, denai, alam, terrace, house, house, blend, surrounding, clean, maintain, mean, 2, storey, extend, 3, storey, major, extension, house, .., roof, tile, color, exterior, wall, etc, housing, estate, like, kepong, mean, single, storey, 2, 3, storey, illegal, extension, house, different, color, outlook, share, opinion, ...",cheesaen,"Nov 25 2017, 01:38 PM",0.7845
2242,"yea, .., talk, house, coz, help, eventually, style, want, different, term, common, facility, compare, similar, conglomerate, developer, build, township, sime, darby, lot, elmina, brand, kind, township, look, detail, like, perimeter, fencing, landscaping, concept, sale, gallery, .., good, eco, consider, eco, new, market",corboylee,"Nov 25 2017, 03:09 PM",0.8957
2243,"clubhouse, elmina",commtrader,"Nov 25 2017, 10:37 PM",0.0
2244,"club, club, hse, lol",corboylee,"Nov 26 2017, 01:10 AM",0.4215
2245,"sime, f&g, individual, title, ofkos, ..., entry, precinct, phase, build, fence, ...",oxm8,"Nov 26 2017, 07:20 AM",0.0
2246,"wrong, sdp, property, progress, tool, view, desktop, phone, app, anybody, know",demarco,"Nov 26 2017, 11:31 AM",-0.0772
2247,"check, progress, http://aeropod.myprism.biz/aero360/sdp/ev/",easywin3,"Nov 26 2017, 11:36 AM",0.4215
2248,http://www.starproperty.my/index.php/artic...lness-in-check/,taiping...,"Nov 26 2017, 02:52 PM",0.0
2249,"promotional, video, sime, darby, independent, view, point, feel, good, manager, video, speak, english, english, subtitle, screen, correct, malglish",BEANCOUNTER,"Nov 28 2017, 12:03 PM",0.4404
2250,"yes, totally, agree, lake, water, muddy, come",ubsacc2004,"Nov 28 2017, 02:01 PM",0.6697
2251,"au, natural, ........., earth, soil, mainly, mud, ...., crystal, blue",BEANCOUNTER,"Nov 28 2017, 03:00 PM",0.3612
2252,"haha, ok, lor, advertisement, clean",ubsacc2004,"Nov 28 2017, 03:24 PM",0.7845
2253,"mean, paint, brush",BEANCOUNTER,"Nov 28 2017, 04:15 PM",0.0
2254,"haha, sponsor, video, sime, darby, tight, budget, ignorant, 2cent, think, coz, confident, place, ppl, buy, like, start, usj, .., lol",corboylee,"Nov 28 2017, 04:20 PM",0.8555
2255,"elmina, unit, makan, makan, like, sale, gallery, marketing, team, need, work, hard, everytime, launch, new, product, sell, sime, darby, 🤓",skyfusion,"Nov 28 2017, 05:20 PM",0.2732
2256,"d, prop, sell, lo, need, waste, promote, u, c, ppsb, promote, dpc, ad, 😆, 😁",BRE,"Nov 28 2017, 05:39 PM",0.34
2257,"project, area, cheap, price, similar, build, greenery, environment, crystal, clear, lake, water, client, care, developer, let, compare, apple, apple",easywin3,"Nov 28 2017, 05:41 PM",0.7003
2258,"lifestyle, mag, form, 2, page, article",qwerty223,"Nov 28 2017, 05:56 PM",0.0
2259,"word, .., season, developer, la, big, .., wait, let, sell, organically, unfortunately, good, developer, .., alot, issue, need, resolve, especially, quality, concept",corboylee,"Nov 28 2017, 06:11 PM",0.4767
2260,"https://m.youtube.com/watch?v=muexemhqrdehere, ’, commercial, .., far, difference, .., haha",hiryuu,"Nov 28 2017, 06:12 PM",0.4588
2261,"happen, mr, apolo, leong, think, head",lemina,"Nov 28 2017, 06:50 PM",0.0
2262,"left, 4, d, moon, d, apollo, rocket, 😆, 😀, 😅",BRE,"Nov 28 2017, 10:59 PM",0.0
2263,"ppsb, mag",BRE,"Nov 28 2017, 11:58 PM",0.0
2264,"sorry, mean, f&g",timottt2000,"Nov 29 2017, 09:06 AM",-0.0772
2265,"fenced, gated",easywin3,"Nov 29 2017, 09:07 AM",0.0
2266,"ahh, ..",timottt2000,"Nov 29 2017, 09:38 AM",0.0
2267,"aerial, view, update, late, image, difference, compare, october, tree, plant, ev1.http://aeropod.myprism.biz/aero360/sdp/ev/201711/ev1/",fadzlie,"Nov 29 2017, 02:14 PM",0.0
2268,"seriously, itme, starproperty, seminar, speak, passion, proud, entire, elmina, citysd, sure, miss",Sand Dust,"Nov 29 2017, 03:26 PM",0.7269
2269,"news, rpt, quote, elmina, mnth, chao, d",BRE,"Nov 29 2017, 03:43 PM",0.0
2270,"hi, guy, sale, gallery, today, 1, guy, point, ..., ev3, type, c, plenty, unsold, unit, wonder, rest, sell, ..., sifu, pov, 🤔",hiryuu,"Nov 29 2017, 05:22 PM",0.0
2271,"maybe, type, c, expensive, big",oxm8,"Nov 29 2017, 05:26 PM",0.0
2272,"probably, combination, of:1, large, unit, 2, near, temple3, like, courtyard, design",flabbergasted,"Dec 2 2017, 04:49 PM",0.3612
2273,"list, ev3b, sell, ’, leave, corner, ..., guess, guy, right, ..., consider, ev3, 😅, btw, rate, u, guy, receive, bank",hiryuu,"Dec 2 2017, 05:29 PM",-0.0516
2274,"public, bank, 4.1, year, 4.22, remain, year",razikhussein81,"Dec 2 2017, 06:25 PM",0.0
2275,"wah, ..., friend, 4.4",hiryuu,"Dec 5 2017, 11:31 AM",0.4939
2276,"corner, intermediate, slow, sell, maybe, launch, ev4, 22x75, early, wait, ev3, sell, buyer, maybe, mind, 22, 24, .., 26, november, 2017, sdp, launch, ferrea, j1, denai, alam, 22x75, 22x70, start, rm760k++, ad, denai, alam, roundabout, near, mcd, da, yesterday",Farhan Matic,"Dec 5 2017, 12:41 PM",0.0
2277,"wah, .., s, occupancy, rate, denai, alam, elmina, surprise, rate, good, ppl, want",corboylee,"Dec 5 2017, 12:46 PM",0.6486
2278,"good, rate, mean, ppl, want, 2, investor, oso, r, sapu, ing",BRE,"Dec 5 2017, 12:58 PM",0.4939
2279,"yea, .., curious, abt, occupancy, rate, .., investor, genuine, buyer, want",corboylee,"Dec 5 2017, 01:01 PM",0.3818
2280,"arial, view, foot, think, extra, land, corner, lot",timottt2000,"Dec 5 2017, 04:29 PM",0.0
2281,"extra, land, corner, lot, 24, foot, wide",utellme,"Dec 5 2017, 04:59 PM",0.0
2282,"propose, relocation, chinese, school, thank, reply",wiwi,"Dec 5 2017, 05:14 PM",0.3612
2283,"current, launch, ev4, s, difference, eg",wiwi,"Dec 5 2017, 05:17 PM",0.0
2284,"ferrea, denai, alam25, november, 2017",elmond,"Dec 5 2017, 05:29 PM",0.0
2285,liana,swn525,"Dec 5 2017, 06:22 PM",0.0
2286,"liana, launch, date, weekend, ferrea, 25th, nov",Farhan Matic,"Dec 5 2017, 07:33 PM",0.0
2287,"semi, d, clusia, launch, soon, think, yesterday, visit, house, wall, area",Jasontee,"Dec 6 2017, 12:31 AM",0.0
2288,"semi, d",corboylee,"Dec 6 2017, 01:11 AM",0.0
2289,"launch, price, liana, build, vianna, think, vianna, design, space, area, utilization, internal, void, area",utellme,"Dec 6 2017, 10:18 AM",0.0
2290,"sure, think, easily, 1.2mil, la",corboylee,"Dec 6 2017, 10:25 AM",0.5719
2291,"got, invite, mail, sdp, price, rm, 1.21888, mil, think, sdp, offer, 5, early, bird, discount, location, wise, good, phase, eg, locate, middle, eg",utellme,"Dec 6 2017, 10:51 AM",0.765
2292,"eg, direct, plane, landing, position",swn525,"Dec 6 2017, 10:58 AM",0.0
2293,"yes, literally, flight, path, big, deal, .., time, notice, airplane, fly",tzuen,"Dec 6 2017, 11:16 AM",0.4019
2294,"elmina, gardens, flight, path, think, away, flight, path",corboylee,"Dec 6 2017, 11:49 AM",0.0
2295,"away, flight, path, circle, elmina, garden, elmina, valley, red, line, flight, path",tzuen,"Dec 6 2017, 12:51 PM",0.0
2296,"yes, pass, eg, airplane, fly, eg, time, especial, closeby, garinia, phase",utellme,"Dec 6 2017, 02:07 PM",0.4019
2297,"stay, house, hear, airplane, sound, outside, hear, especially, old, type, airplane, big, noise",swn525,"Dec 6 2017, 02:28 PM",0.0
2298,"tell, sell, place",corboylee,"Dec 7 2017, 09:04 AM",0.0
2299,"course, tell, la, try, sell, product, lolup, purchaser, diligence",8sg9ft,"Dec 7 2017, 09:32 AM",0.0
2300,"got, homework, la, forum, map, etc, buy, study, negative, factor, worry, plane, landing, noise, suppose, bad, discuss, wait, vp, know, worry, plane, crash, ..., wait, happen, know, don't, simply, affect, hearsay, wrong",easywin3,"Dec 7 2017, 09:33 AM",-0.9571
2301,"ai, yo, .., tech, savvy, know, research, forum, .., type, keyboard, properly",corboylee,"Dec 7 2017, 09:37 AM",0.0
2302,"sigh, .., hopefully, day, relocate, subang, airport, .., coz, land, prime, land",corboylee,"Dec 7 2017, 09:39 AM",0.4215
2303,"way, support, aerospace, industrythis, busy, schedule, landing, 239, schedule, landing, todayhttps://www.flightradar24.com/airport/szb/arrivals",elmond,"Dec 7 2017, 09:44 AM",0.4019
2304,"website, use, track, flight, path, s, cool",ColdDasher,"Dec 7 2017, 09:44 AM",0.3182
2305,"hmm, .., mean, area, tall, building",corboylee,"Dec 7 2017, 09:57 AM",0.0
2306,"obviously, skyscraper, la, tall, building, probably, 20, storey",8sg9ft,"Dec 7 2017, 10:02 AM",0.0
2307,"hope, relocate, hospitality, business, affected, actually, live, subang, perdana, kg, melayu, subang, subang, bestari, big, issue, flight, path, baby, cry, jiran, bising2, pun, biasalah, inikan, bunyi, kapal, jauh, di, atas, subang, airport, actually, good, la, factor, attraction, place, .., kwasa, land, talk, subang, airport, facility, kwasa, land, township, project, new, project, subang, airport, actually, help, elmina, city, future, ktm, komuter, add, new, station, subang, airport, direct, subang, komuter, station.http://www.spad.gov.my/ms/projek/projek-ak...-skypark-subang",Farhan Matic,"Dec 7 2017, 10:11 AM",0.7783
2308,"maybe, impact/, sound, loud, la, .., problem, -http://www.freemalaysiatoday.com/category/...h.zjrxreu1.gbplhow, la, research, news, .., buy, hse, anymore, rent, research/, diligence, .., lol",corboylee,"Dec 7 2017, 10:11 AM",0.0258
2309,"2018, small, drop",elmond,"Dec 7 2017, 10:24 AM",-0.2732
2310,"feel, evening, time, people, jog, park, card, gate",swn525,"Dec 7 2017, 11:19 AM",0.0
2311,http://www.flightconnections.com/,tzuen,"Dec 7 2017, 11:46 AM",0.0
2312,"lol, buy, near, airport, place, ask, airport, kinda, xxxxx, think?ktm, station, impact, believe, believe, check, planning, lol, good, old, ktm, fuck, good, old, way, airport, place, designate, aerospace, centre, 50, year, jibby, stupid, mistake, soon, hear, 1st, tier, oem, new, campus, late, 2018",qwerty223,"Dec 7 2017, 12:22 PM",0.2732
2313,"ferrea, brochurehttp://www.simedarbyproperty.com/clients/s...usage)%20r2.pdf",elmond,"Dec 7 2017, 12:56 PM",0.0
2314,"ferrea, f&g",sleepingfrost,"Dec 7 2017, 01:19 PM",0.0
2315,"believe, guy, la, look, la, pay, predict, time, bubble, bust, .no, bubble, bust, need, 25, year, experience, know, demand, supply, demand, strong, price, ridiculous, especially, high, rise, 600psf, ulu, area, high, rise, surely, investor, buyer, alike, high, rise, fall, little, bit, land, continue, stable, remain, long, term, investment, solution",TSjeghui,"Dec 7 2017, 02:24 PM",0.7003
2316,"denai, alam, kampung, style, need, border, line, kampung?it, hard, urban, netizen, understand",elmond,"Dec 7 2017, 02:55 PM",-0.1027
2317,"sorry, la, word, project, near, subang, skypark, terminal, ie, kwasa, land, .., ara, damansara, .., ktm, station, alternative, worried, traffic, federal, highway, ..",Farhan Matic,"Dec 7 2017, 04:46 PM",-0.3612
2318,"actually, quote, wrong, person, address, quote, anyways, obstruction, limit, inbound, outbound, direction, inbound, restriction, 13, km, span, 10deg, beginning, runway, commonly, use, en, route, hold, point, north, west, direction, tldr, elmina, area, previously, strict, control, approve, people, dig, head",qwerty223,"Dec 8 2017, 12:52 AM",-0.6369
2319,"update, e&o, wellness",wiwi,"Dec 8 2017, 12:52 AM",0.4404
2320,"write, jog, track, guard, community, confuse, @@",sleepingfrost,"Dec 8 2017, 08:46 AM",-0.2263
2321,"brochure, guard, fence",elmond,"Dec 8 2017, 08:51 AM",0.0
2322,"smart, home, loan",angeling79,"Dec 8 2017, 09:27 AM",0.4019
2323,"yes, question, mean, write, sentence, like, interest, ferra",sleepingfrost,"Dec 8 2017, 10:16 AM",0.8176
2324,"wonder, exact, location, eo, land, .., ev4, west",brother love,"Dec 8 2017, 10:18 AM",0.0
2325,"easy, understand, malaysia, crime, rate, high, need, live, g&g, community, feel, safe",New Klang,"Dec 8 2017, 10:38 AM",0.3182
2326,"subject, area, importantly, personal, precaution, crime, bungalow, f&g, g&g, kl, city, area, stay, happen, year",easywin3,"Dec 8 2017, 10:44 AM",-0.296
2327,"booking, ev3, kinda, worry, place, unit, left, right, sell, ..., haha, 😅",hiryuu,"Dec 8 2017, 10:56 AM",0.101
2328,"congrat, unit, leave, u, choose, ev3, green, ferrea",flabbergasted,"Dec 8 2017, 10:59 AM",-0.0516
2329,"thanks!green, far, ..., plus, kinda, like, court, yard, idea, sort, outdoor, feeling, indoor, ..., hahai, think, row, lot, occupy",hiryuu,"Dec 8 2017, 11:15 AM",0.4587
2330,"worry, owner, stay",pixelated,"Dec 8 2017, 11:19 AM",-0.4404
2331,"yes, plan, year, smoothly",SLWEV3,"Dec 8 2017, 11:24 AM",0.4019
2332,"hope, people, key, .., haha, ..., kinda, awkward, stay, huge, neighborhood, ...",hiryuu,"Dec 8 2017, 11:54 AM",0.767
2333,"old, area, convert, f&g, crime, bay",New Klang,"Dec 8 2017, 12:44 PM",-0.5423
2334,"20, floor, nice, scene, areambsa, osc, km, sek.u16/0137/2017, online, 101419, 5, permohonan, kebenaran, merancang, pendirian, bangunan, bagi, cadangan, pembangunan, perniagaan, bercampur, berstrata, yang, mengandungi, i., 2, tingkat, lot, kedai, ii, 9, tingkat, podium, tempat, letak, kereta, iii, kemudahan, awam, iv, 1, blok, 12, tingkat, sovo, v., 1, blok, 18, tingkat, pangsapuri, perkhidmatan, di, atas, lot, pt, 21872, hs, 249053, mukim, bukit, raja, daerah, petaling, seluas, 2.25, ekar, di, 17, persiaran, metafasa, denai, alam, seksyen, u16, 40160, shah, alam, selangor, darul, ehsan, oleh, denai, 23, sdn, bhd, di, majlis, bandaraya, shah, alam",elmond,"Dec 8 2017, 12:58 PM",0.4215
2335,"area, petronas",Jasontee,"Dec 8 2017, 12:59 PM",0.0
2336,"tis, 1, ferrea, 1st, highrise, denai, alam, lose, peace, exclusivity",brother love,"Dec 8 2017, 01:02 PM",0.2023
2337,"ferrea, site, actually?not, bungalow, right",MonsterPips,"Dec 9 2017, 01:03 PM",0.0
2338,"hope, ’, ..., haha",hiryuu,"Dec 9 2017, 01:44 PM",0.7096
2339,"recall, suppose, mbsa, hall, bukit, subangit, highrise, city, elmina",elmond,"Dec 9 2017, 07:15 PM",0.0
2340,"curious, future, development, ev3, ..., 😅",hiryuu,"Dec 10 2017, 08:25 AM",0.3182
2341,"possibility, rumahku, selangor, coz, overall, masyerplan, recall, exact, location",skyfusion,"Dec 10 2017, 03:42 PM",0.0
2342,"mistaken, rumahku, selangor, north, elmina, green",tzuen,"Dec 10 2017, 07:06 PM",-0.3612
2343,"plot, refer, previous, post",elmond,"Dec 11 2017, 09:54 AM",0.0
2344,"low, medium, cost, plot, south, denai, alam, ongoing, dashsa, sd, finalize, rumah, selangorku, dash, build, land, small",elmond,"Dec 11 2017, 02:55 PM",-0.2732
2345,"south, denai, alaml, locate, near, petronas, bs, la, selgor, goman, requirement, create, soxial, poblem, peace, mind",brother love,"Dec 11 2017, 06:34 PM",0.6808
2346,"guy, book, corner, lot, liana, e, garden, know, semi, d, maybe, launch, wait, price, corner, lot, high, think, par, semi, di, want, tiana, sell, wife, like, tiana, awfully, odd, layout, compare, misc, stuff, semi, d, tiana, liana, lot, different, solar, heater, double, piping, hot, cold, entire, house, water, harvesting, system, dunno, let, booking, wait, semi, d, ahead, lianathis, big, purchase, think, hard, hard, appreciate, opinion, ..",fendy.org,"Dec 11 2017, 10:59 PM",0.2748
2347,"concern, hope, build, wall, gate, ..., scenery, nice, rumah, selangor, 😓",hiryuu,"Dec 11 2017, 10:59 PM",0.6908
2348,"yea, tiana, unique, nice, .., sure, abt, liana, corner, land, size, price, believe, new, semi, d, start, 2mil",corboylee,"Dec 12 2017, 11:07 PM",0.6249
2349,"future, h1, plot, denai, alam, semi, d, 40x80, start, rm1.6, m, sale, people, estimate, e, garden, 40x90, start, rm1.8, m, liana, corner, rm1.8, m, rm2.1, m, land, area, usually, 60x100, 80x100but, personally, think, size, land, miscellaneous, thing, sime, darby, bundle, development, usually, average, semi, d, base, observation, tiana, sure, future, semi, d, goody, similar, tiana, compare, sime, darby, semi, d, project, nilai, impian, chemara, hills, previous, denai, alam, launch, misc, stuff, widely, varied, different, place, hard, predict, good, tiana, developmentsstill, decide, cancel, proceed, booking, delay, apply, loan, bank, agent, wife, maybe, high, chance, approval, got, 2, week, deposit, expire",fendy.org,"Dec 13 2017, 08:45 AM",0.6808
2350,"u, mark, map?what, difference, sun, orientation, particular, want, research, bit",zerol410,"Dec 13 2017, 06:28 PM",0.0772
2351,guess,elmond,"Dec 13 2017, 09:15 PM",0.0
2352,"budget, semid, settle, link, house, corner, unit, land, slightly, big, consideration, neighbour, land, space, parking, area, outside, home, road, area, facility, ..., neighbour, mentality, semid, value, high, link, house, .., boil, 2, factor, .., desperately, want, new, hse, coz, wait, budget, wait, .., hahah",corboylee,"Dec 13 2017, 11:54 PM",0.0258
2353,"doubt, tiana, look, appealing, .., actually, display, unit, look, like, semid, ..., illusion, enter, bungalow, .., maybe, s, dare, coin, twin, bungalow, .., term, detail, good, quality, .., especially, love, concept, flush, slide, door, wall, ..., smart",corboylee,"Dec 14 2017, 08:45 AM",0.8777
2354,"probably, lucky, involve, legal, fight, dog, poop, meet, family, buy, bungalow, 3, 4, son, family, stay, plot, maniac, constantly, build, breath, luck",qwerty223,"Dec 14 2017, 10:15 AM",0.1531
2355,"agree, luck, .., stay, link, hse, neighbour, great, .., issue, park, ..., feel, link, hs, surround, area/, right, hse, fill, car, budget, semi, d, la, buy, corner, link, hse, .., lol",corboylee,"Dec 14 2017, 12:52 PM",0.9081
2356,"true, peolple, stay, u, r, neighboir, hell, unfortunately, neigjbour, .., park, car, f3feeellike, neigjbor, house, monopoly, surround, parking, space, stupid, old, modify, cars.rev, stupid, cheap, car, offmake, loud, noise, .., pity, neighbor, thoee, educate, justpatience, theese, uneducated, peollleit, depend, u, buy, buy, affluent, projeck, lessen, chance",brother love,"Dec 14 2017, 01:00 PM",-0.9042
2357,"elmina, stay, topic, maybe, reason, malaysia, state, people, like, u, complain, day, long, topic, elmina, want, whine, place, politics, belong, thread.[/quote]nothing, reaction, poorly, write, comment, forum, think, complain, lead, state, peace",Kelvin123@,"Dec 14 2017, 02:32 PM",-0.0516
2358,"ferrea, launch, today, wonder, rate",skyfusion,"Dec 14 2017, 02:43 PM",0.0
2359,"book, unit, ferrea, morning, time, available, unit, time, ppl, inside, wait, hall, maybe, ready, purchase, any1, know, rate",sleepingfrost,"Dec 14 2017, 02:48 PM",0.3612
2360,"pass, gallery, 3, p.m., park, car",elmond,"Dec 14 2017, 02:58 PM",0.0
2361,"disappoint, lack, house, ferrea, tour, bus, good, job, construction, site, city, display, corner, material, use, house, book, unit, house, hope, sime, darby, deliver, house, market, time, leave, 6, p.m., 22x75, unit, book, surprising, 4, unit, small, 22x70, house, slightly, 50, book, house, face, south, close, garden, i'd, survey, new, development, month, house, sell, fast, like, candy",Lyril,"Dec 14 2017, 03:21 PM",0.6369
2362,"wats, d, non, bumi, net, price, 4, inter, unit, gross, 780k, unit, r, cheap, 760k?22x70, price, exceed, 700k, elmina, pricey, 😕",BRE,"Dec 16 2017, 08:21 PM",-0.4767
2363,"u, sure, development, like, eco, snap, like, massive, sale, lol",corboylee,"Dec 20 2017, 11:07 AM",0.8442
2364,"got, picture, share, bro",hiryuu,"Dec 20 2017, 10:12 PM",0.296
2365,"sale, yesterday, leave, 4, p.m.",aliciapor,"Dec 21 2017, 10:26 AM",-0.0516
2366,"1, unit, price, 763k?d, 783k",BRE,"Dec 21 2017, 11:11 AM",0.0
2367,"https://www.nst.com.my/node/308081/amp63, rate, ferrea, 40, liana",Farhan Matic,"Dec 21 2017, 11:21 AM",0.0
2368,"haha, .., think, oversupply, property, alot, afford, house, .., million, dollar, house, snap, week, launch, ..",corboylee,"Dec 21 2017, 11:30 AM",0.4588
2369,"ferrea, corner, lot, 1, m, inter, 1, m",BRE,"Dec 21 2017, 11:38 AM",0.0
2370,"land, house, consider, oversupply, ..., regardless, location, ..., land, rate, good, ..., u, condo, pricing, ..., alot, unsold, stock, ....",aaron1717,"Dec 21 2017, 11:40 AM",0.4404
2371,"yes, good, demand, 4, land, prop, easily, exceed, 30, kena, sapu, week, 4, elmina, plenty, land, 2, launch, d, d, merrier, 😊",BRE,"Dec 21 2017, 11:42 AM",0.8481
2372,"goreng, soho, studio, cost, rm600k, rm800k, cry, silence, realize, buy, nice, landedremeber, time, dvloper, like, ms, singe, scarcity, land, malaysia, land",brother love,"Dec 21 2017, 11:56 AM",0.296
